InvoiceID,RentTime,TotalPrice,PaymentMethod,CreateTime,Status,BookingID,DiscountID,CourtID,CID
INV00190,2024-09-01 03:10:06,1523757,Tiền mặt,2024-09-01 03:10:06,Chưa thanh toán,BKG00968,DSC045,CRT0058,EMP0088
INV00191,2024-09-28 20:43:53,1169279,Ví điện tử,2024-09-28 20:43:53,Hủy,BKG00498,DSC002,CRT0037,EMP0065
INV00192,2024-06-13 13:03:29,919769,Ví điện tử,2024-06-13 13:03:29,Đã thanh toán,BKG01083,DSC046,CRT0020,EMP0099
INV00193,2024-07-26 06:35:19,1299561,Chuyển khoản,2024-07-26 06:35:19,Hủy,BKG00278,DSC018,CRT0044,EMP0059
INV00194,2024-08-04 09:49:22,1075253,Thẻ,2024-08-04 09:49:22,Chưa thanh toán,BKG00805,DSC021,CRT0051,EMP0087
INV00195,2024-10-02 18:43:48,1105568,Ví điện tử,2024-10-02 18:43:48,Hủy,BKG00159,DSC039,CRT0036,EMP0094
INV00196,2024-06-25 07:20:33,1799788,Thẻ,2024-06-25 07:20:33,Chưa thanh toán,BKG00319,DSC011,CRT0031,EMP0032
INV00197,2024-11-18 12:13:25,1084295,Chuyển khoản,2024-11-18 12:13:25,Chưa thanh toán,BKG00007,DSC020,CRT0025,EMP0081
INV00198,2024-11-26 22:08:40,537719,Thẻ,2024-11-26 22:08:40,Chưa thanh toán,BKG00869,DSC027,CRT0013,EMP0032
INV00199,2024-02-15 07:38:17,1198082,Ví điện tử,2024-02-15 07:38:17,Hủy,BKG00273,DSC045,CRT0006,EMP0048
INV00200,2024-03-17 05:08:15,1171334,Ví điện tử,2024-03-17 05:08:15,Chưa thanh toán,BKG00704,DSC045,CRT0012,EMP0112
INV00201,2024-06-04 19:00:12,818598,Chuyển khoản,2024-06-04 19:00:12,Chưa thanh toán,BKG01140,DSC034,CRT0027,EMP0024
INV00202,2024-05-21 12:48:00,2026737,Thẻ,2024-05-21 12:48:00,Đã thanh toán,BKG00581,DSC003,CRT0018,EMP0035
INV00203,2024-11-06 09:12:05,591544,Thẻ,2024-11-06 09:12:05,Chưa thanh toán,BKG00628,DSC048,CRT0014,EMP0035
INV00204,2024-02-02 15:25:41,425042,Thẻ,2024-02-02 15:25:41,Đã thanh toán,BKG00957,DSC007,CRT0022,EMP0034
INV00205,2024-08-08 10:41:11,1494395,Tiền mặt,2024-08-08 10:41:11,Hủy,BKG00592,DSC031,CRT0011,EMP0098
INV00206,2024-08-03 05:38:40,2329182,Thẻ,2024-08-03 05:38:40,Đã thanh toán,BKG00613,DSC046,CRT0012,EMP0110
INV00207,2024-04-02 06:56:15,2220921,Tiền mặt,2024-04-02 06:56:15,Chưa thanh toán,BKG00752,DSC008,CRT0005,EMP0021
INV00208,2024-12-19 08:25:00,1810732,Chuyển khoản,2024-12-19 08:25:00,Đã thanh toán,BKG01006,DSC018,CRT0042,EMP0079
INV00209,2024-09-13 13:29:41,1724853,Ví điện tử,2024-09-13 13:29:41,Chưa thanh toán,BKG00365,DSC019,CRT0038,EMP0077
INV00210,2024-04-08 07:51:54,1949382,Ví điện tử,2024-04-08 07:51:54,Đã thanh toán,BKG00419,DSC047,CRT0021,EMP0028
INV00211,2024-10-23 23:16:28,2805943,Tiền mặt,2024-10-23 23:16:28,Chưa thanh toán,BKG00243,DSC037,CRT0024,EMP0031
INV00212,2024-06-29 11:28:59,1425754,Tiền mặt,2024-06-29 11:28:59,Hủy,BKG00535,DSC008,CRT0024,EMP0084
INV00213,2024-03-26 12:47:49,1265845,Chuyển khoản,2024-03-26 12:47:49,Chưa thanh toán,BKG01165,DSC031,CRT0012,EMP0118
INV00214,2024-05-11 21:20:30,2052606,Chuyển khoản,2024-05-11 21:20:30,Chưa thanh toán,BKG00352,DSC036,CRT0017,EMP0042
INV00215,2024-01-10 23:38:40,2210456,Thẻ,2024-01-10 23:38:40,Chưa thanh toán,BKG00288,DSC006,CRT0017,EMP0052
INV00216,2024-10-15 11:16:17,2106558,Chuyển khoản,2024-10-15 11:16:17,Hủy,BKG00787,DSC035,CRT0011,EMP0040
INV00217,2024-01-19 10:13:37,2766274,Tiền mặt,2024-01-19 10:13:37,Đã thanh toán,BKG00551,DSC005,CRT0041,EMP0054
INV00218,2024-06-12 09:22:45,2576057,Ví điện tử,2024-06-12 09:22:45,Hủy,BKG00234,DSC025,CRT0047,EMP0004
INV00219,2024-08-31 08:51:11,1833171,Tiền mặt,2024-08-31 08:51:11,Chưa thanh toán,BKG00914,DSC016,CRT0059,EMP0040
INV00220,2024-11-06 07:01:47,367854,Tiền mặt,2024-11-06 07:01:47,Đã thanh toán,BKG01006,DSC034,CRT0039,EMP0090
INV00221,2024-05-11 07:55:46,137556,Thẻ,2024-05-11 07:55:46,Đã thanh toán,BKG00159,DSC028,CRT0055,EMP0099
INV00222,2024-02-02 10:30:20,1567990,Chuyển khoản,2024-02-02 10:30:20,Đã thanh toán,BKG00019,DSC038,CRT0007,EMP0014
INV00223,2024-01-01 20:44:34,682140,Tiền mặt,2024-01-01 20:44:34,Chưa thanh toán,BKG00392,DSC047,CRT0006,EMP0054
INV00224,2024-12-19 07:42:34,1166692,Ví điện tử,2024-12-19 07:42:34,Chưa thanh toán,BKG00108,DSC049,CRT0012,EMP0117
INV00225,2024-08-04 16:12:30,2704595,Chuyển khoản,2024-08-04 16:12:30,Hủy,BKG00852,DSC035,CRT0051,EMP0111
INV00226,2024-02-21 21:50:28,573201,Tiền mặt,2024-02-21 21:50:28,Đã thanh toán,BKG00124,DSC012,CRT0036,EMP0051
INV00227,2024-10-17 07:30:39,2688301,Tiền mặt,2024-10-17 07:30:39,Đã thanh toán,BKG00605,DSC036,CRT0010,EMP0048
INV00228,2024-08-28 04:37:31,1756873,Ví điện tử,2024-08-28 04:37:31,Hủy,BKG00780,DSC049,CRT0040,EMP0078
INV00229,2024-12-05 20:29:21,1195839,Tiền mặt,2024-12-05 20:29:21,Đã thanh toán,BKG00067,DSC011,CRT0060,EMP0008
INV00230,2024-02-02 22:10:54,1267126,Tiền mặt,2024-02-02 22:10:54,Hủy,BKG00280,DSC018,CRT0017,EMP0051
INV00231,2024-07-03 17:42:41,1034650,Ví điện tử,2024-07-03 17:42:41,Chưa thanh toán,BKG00348,DSC032,CRT0016,EMP0091
INV00232,2024-10-06 00:00:00,1584636,Thẻ,2024-10-06 00:00:00,Hủy,BKG00755,DSC038,CRT0011,EMP0067
INV00233,2024-08-20 14:50:42,2614998,Ví điện tử,2024-08-20 14:50:42,Hủy,BKG00936,DSC018,CRT0021,EMP0085
INV00234,2024-06-18 15:25:40,994813,Chuyển khoản,2024-06-18 15:25:40,Hủy,BKG01004,DSC049,CRT0045,EMP0098
INV00235,2024-03-30 04:13:58,220438,Ví điện tử,2024-03-30 04:13:58,Hủy,BKG00644,DSC022,CRT0032,EMP0062
INV00236,2024-11-14 18:21:37,2620015,Chuyển khoản,2024-11-14 18:21:37,Đã thanh toán,BKG01095,DSC042,CRT0055,EMP0107
INV00237,2024-06-21 06:26:51,1922628,Tiền mặt,2024-06-21 06:26:51,Chưa thanh toán,BKG00961,DSC002,CRT0020,EMP0093
INV00238,2024-05-23 07:03:59,2560504,Tiền mặt,2024-05-23 07:03:59,Đã thanh toán,BKG00559,DSC014,CRT0047,EMP0087
INV00239,2024-01-02 17:24:05,1277514,Thẻ,2024-01-02 17:24:05,Đã thanh toán,BKG01167,DSC015,CRT0004,EMP0031
INV00240,2024-10-15 04:38:12,206605,Ví điện tử,2024-10-15 04:38:12,Hủy,BKG01087,DSC009,CRT0023,EMP0099
INV00241,2024-09-02 17:25:27,1706698,Ví điện tử,2024-09-02 17:25:27,Chưa thanh toán,BKG00031,DSC028,CRT0055,EMP0080
INV00242,2024-05-18 17:35:27,1388717,Ví điện tử,2024-05-18 17:35:27,Chưa thanh toán,BKG00959,DSC044,CRT0059,EMP0118
INV00243,2024-12-18 03:33:47,2139143,Tiền mặt,2024-12-18 03:33:47,Chưa thanh toán,BKG00168,DSC021,CRT0052,EMP0022
INV00244,2024-02-04 09:50:11,2198866,Chuyển khoản,2024-02-04 09:50:11,Đã thanh toán,BKG00266,DSC019,CRT0025,EMP0022
INV00245,2024-04-30 16:52:46,2848947,Chuyển khoản,2024-04-30 16:52:46,Đã thanh toán,BKG00213,DSC019,CRT0034,EMP0003
INV00246,2024-05-14 01:47:57,2542879,Chuyển khoản,2024-05-14 01:47:57,Đã thanh toán,BKG00125,DSC019,CRT0033,EMP0045
INV00247,2024-06-06 09:28:49,1666576,Thẻ,2024-06-06 09:28:49,Hủy,BKG00689,DSC016,CRT0011,EMP0103
INV00248,2024-04-04 19:50:54,2073963,Thẻ,2024-04-04 19:50:54,Chưa thanh toán,BKG00929,DSC050,CRT0049,EMP0094
INV00249,2024-11-15 14:30:49,1975953,Thẻ,2024-11-15 14:30:49,Đã thanh toán,BKG00855,DSC047,CRT0059,EMP0088
INV00250,2024-06-27 03:50:08,1037464,Thẻ,2024-06-27 03:50:08,Hủy,BKG00517,DSC032,CRT0036,EMP0104
INV00251,2024-12-23 11:32:25,748899,Thẻ,2024-12-23 11:32:25,Hủy,BKG00156,DSC022,CRT0011,EMP0022
INV00252,2024-08-01 21:54:54,1318192,Tiền mặt,2024-08-01 21:54:54,Chưa thanh toán,BKG00938,DSC027,CRT0051,EMP0076
INV00253,2024-09-13 04:35:06,2162649,Ví điện tử,2024-09-13 04:35:06,Hủy,BKG00348,DSC021,CRT0055,EMP0021
INV00254,2024-10-18 20:36:55,2761437,Ví điện tử,2024-10-18 20:36:55,Đã thanh toán,BKG00561,DSC012,CRT0037,EMP0088
INV00255,2024-12-06 17:41:00,779932,Tiền mặt,2024-12-06 17:41:00,Chưa thanh toán,BKG00814,DSC014,CRT0032,EMP0033
INV00256,2024-01-24 09:17:46,1039819,Tiền mặt,2024-01-24 09:17:46,Đã thanh toán,BKG01059,DSC043,CRT0022,EMP0035
INV00257,2024-01-01 08:35:18,346834,Thẻ,2024-01-01 08:35:18,Hủy,BKG00538,DSC036,CRT0049,EMP0012
INV00258,2024-10-04 11:36:37,444554,Thẻ,2024-10-04 11:36:37,Đã thanh toán,BKG00580,DSC009,CRT0010,EMP0054
INV00259,2024-12-11 05:32:38,1442863,Chuyển khoản,2024-12-11 05:32:38,Hủy,BKG01113,DSC015,CRT0022,EMP0009
INV00260,2024-08-24 05:30:14,2121966,Thẻ,2024-08-24 05:30:14,Đã thanh toán,BKG00508,DSC025,CRT0022,EMP0021
INV00261,2024-01-28 07:27:31,1409851,Tiền mặt,2024-01-28 07:27:31,Đã thanh toán,BKG00890,DSC009,CRT0048,EMP0022
INV00262,2024-01-24 03:03:12,2243801,Chuyển khoản,2024-01-24 03:03:12,Chưa thanh toán,BKG00289,DSC023,CRT0002,EMP0051
INV00263,2024-04-12 07:38:14,1809668,Ví điện tử,2024-04-12 07:38:14,Hủy,BKG00142,DSC005,CRT0034,EMP0077
INV00264,2024-07-11 15:17:59,892117,Ví điện tử,2024-07-11 15:17:59,Đã thanh toán,BKG00295,DSC029,CRT0034,EMP0023
INV00265,2024-08-22 06:31:57,891019,Tiền mặt,2024-08-22 06:31:57,Đã thanh toán,BKG00448,DSC043,CRT0045,EMP0065
INV00266,2024-02-09 18:31:36,2670987,Ví điện tử,2024-02-09 18:31:36,Chưa thanh toán,BKG00986,DSC005,CRT0006,EMP0103
INV00267,2024-04-05 05:30:44,948643,Thẻ,2024-04-05 05:30:44,Đã thanh toán,BKG00474,DSC048,CRT0004,EMP0065
INV00268,2024-04-19 06:34:17,464221,Ví điện tử,2024-04-19 06:34:17,Chưa thanh toán,BKG00618,DSC034,CRT0016,EMP0054
INV00269,2024-09-15 05:58:20,858054,Chuyển khoản,2024-09-15 05:58:20,Chưa thanh toán,BKG00033,DSC044,CRT0041,EMP0078
INV00270,2024-03-27 10:01:09,2076464,Chuyển khoản,2024-03-27 10:01:09,Hủy,BKG01107,DSC036,CRT0004,EMP0094
INV00271,2024-12-18 19:52:46,380238,Ví điện tử,2024-12-18 19:52:46,Đã thanh toán,BKG01189,DSC003,CRT0016,EMP0120
INV00272,2024-10-08 12:14:57,1833067,Ví điện tử,2024-10-08 12:14:57,Chưa thanh toán,BKG00938,DSC032,CRT0051,EMP0060
INV00273,2024-11-27 09:26:28,1844988,Thẻ,2024-11-27 09:26:28,Đã thanh toán,BKG00935,DSC022,CRT0025,EMP0040
INV00274,2024-04-26 00:58:23,1487577,Tiền mặt,2024-04-26 00:58:23,Hủy,BKG00120,DSC040,CRT0014,EMP0033
INV00275,2024-05-08 11:29:59,1149072,Tiền mặt,2024-05-08 11:29:59,Chưa thanh toán,BKG00734,DSC013,CRT0050,EMP0095
INV00276,2024-12-16 04:51:01,311904,Thẻ,2024-12-16 04:51:01,Đã thanh toán,BKG00782,DSC009,CRT0040,EMP0027
INV00277,2024-03-20 18:41:10,1085826,Chuyển khoản,2024-03-20 18:41:10,Chưa thanh toán,BKG01101,DSC004,CRT0040,EMP0094
INV00278,2024-09-25 09:57:41,1146432,Tiền mặt,2024-09-25 09:57:41,Đã thanh toán,BKG00169,DSC013,CRT0014,EMP0047
INV00279,2024-09-11 07:24:48,2281128,Tiền mặt,2024-09-11 07:24:48,Đã thanh toán,BKG00689,DSC021,CRT0048,EMP0101
INV00280,2024-01-09 20:51:56,700859,Chuyển khoản,2024-01-09 20:51:56,Đã thanh toán,BKG00513,DSC025,CRT0002,EMP0056
INV00281,2024-01-06 12:24:25,1716934,Thẻ,2024-01-06 12:24:25,Hủy,BKG00577,DSC029,CRT0046,EMP0014
INV00282,2024-02-17 21:12:09,1345514,Chuyển khoản,2024-02-17 21:12:09,Chưa thanh toán,BKG01039,DSC020,CRT0031,EMP0056
INV00283,2024-12-28 03:57:12,1861882,Thẻ,2024-12-28 03:57:12,Hủy,BKG01152,DSC019,CRT0016,EMP0095
INV00284,2024-02-22 17:50:19,2000715,Tiền mặt,2024-02-22 17:50:19,Chưa thanh toán,BKG01186,DSC045,CRT0030,EMP0032
INV00285,2024-08-14 11:11:13,1282263,Ví điện tử,2024-08-14 11:11:13,Chưa thanh toán,BKG00895,DSC004,CRT0037,EMP0042
INV00286,2024-05-13 22:28:58,803505,Thẻ,2024-05-13 22:28:58,Hủy,BKG00069,DSC043,CRT0011,EMP0030
INV00287,2024-08-28 18:51:21,965054,Chuyển khoản,2024-08-28 18:51:21,Đã thanh toán,BKG00947,DSC030,CRT0050,EMP0015
INV00288,2024-07-31 02:56:03,858064,Tiền mặt,2024-07-31 02:56:03,Hủy,BKG00542,DSC035,CRT0034,EMP0099
INV00289,2024-09-17 03:53:30,2572411,Thẻ,2024-09-17 03:53:30,Hủy,BKG00734,DSC020,CRT0006,EMP0050
INV00290,2024-08-14 04:09:02,381939,Ví điện tử,2024-08-14 04:09:02,Hủy,BKG01196,DSC048,CRT0018,EMP0041
INV00291,2024-04-23 20:52:36,1352113,Chuyển khoản,2024-04-23 20:52:36,Chưa thanh toán,BKG00515,DSC028,CRT0050,EMP0042
INV00292,2024-11-16 06:26:53,2550223,Thẻ,2024-11-16 06:26:53,Chưa thanh toán,BKG00062,DSC001,CRT0017,EMP0010
INV00293,2024-04-27 17:38:48,755196,Thẻ,2024-04-27 17:38:48,Đã thanh toán,BKG01078,DSC048,CRT0025,EMP0064
INV00294,2024-04-09 06:47:32,2170771,Ví điện tử,2024-04-09 06:47:32,Đã thanh toán,BKG00142,DSC001,CRT0033,EMP0076
INV00295,2024-08-20 16:10:07,2983556,Thẻ,2024-08-20 16:10:07,Đã thanh toán,BKG00093,DSC023,CRT0008,EMP0115
INV00296,2024-06-24 07:36:13,282401,Chuyển khoản,2024-06-24 07:36:13,Hủy,BKG00468,DSC048,CRT0028,EMP0063
INV00297,2024-05-13 11:37:45,286483,Tiền mặt,2024-05-13 11:37:45,Chưa thanh toán,BKG00263,DSC048,CRT0059,EMP0065
INV00298,2024-11-05 16:50:11,2999070,Tiền mặt,2024-11-05 16:50:11,Hủy,BKG00158,DSC020,CRT0030,EMP0062
INV00299,2024-07-11 08:24:34,1112142,Chuyển khoản,2024-07-11 08:24:34,Chưa thanh toán,BKG00868,DSC018,CRT0003,EMP0087
INV00300,2024-06-09 15:04:54,509968,Ví điện tử,2024-06-09 15:04:54,Hủy,BKG00611,DSC015,CRT0001,EMP0096
INV00301,2024-08-28 00:56:59,634784,Thẻ,2024-08-28 00:56:59,Đã thanh toán,BKG00180,DSC044,CRT0025,EMP0114
INV00302,2024-07-05 23:15:59,1457334,Chuyển khoản,2024-07-05 23:15:59,Hủy,BKG01000,DSC012,CRT0023,EMP0037
INV00303,2024-07-14 06:47:21,2896089,Ví điện tử,2024-07-14 06:47:21,Đã thanh toán,BKG00258,DSC013,CRT0049,EMP0072
INV00304,2024-09-23 21:46:57,2206057,Tiền mặt,2024-09-23 21:46:57,Đã thanh toán,BKG00185,DSC022,CRT0023,EMP0088
INV00305,2024-12-18 08:21:57,1741069,Thẻ,2024-12-18 08:21:57,Hủy,BKG01041,DSC034,CRT0005,EMP0045
INV00306,2024-06-30 18:58:16,560583,Ví điện tử,2024-06-30 18:58:16,Hủy,BKG00666,DSC045,CRT0024,EMP0107
INV00307,2024-06-10 17:07:48,439532,Thẻ,2024-06-10 17:07:48,Chưa thanh toán,BKG00850,DSC027,CRT0036,EMP0075
INV00308,2024-08-07 16:27:21,1104593,Ví điện tử,2024-08-07 16:27:21,Hủy,BKG00490,DSC027,CRT0025,EMP0033
INV00309,2024-01-06 11:53:48,1532921,Ví điện tử,2024-01-06 11:53:48,Chưa thanh toán,BKG00759,DSC037,CRT0021,EMP0016
INV00310,2024-12-01 09:30:32,400946,Ví điện tử,2024-12-01 09:30:32,Chưa thanh toán,BKG00425,DSC015,CRT0038,EMP0043
INV00311,2024-03-13 18:22:24,652385,Chuyển khoản,2024-03-13 18:22:24,Đã thanh toán,BKG00761,DSC017,CRT0060,EMP0010
INV00312,2024-06-02 08:58:54,2645906,Tiền mặt,2024-06-02 08:58:54,Chưa thanh toán,BKG00138,DSC026,CRT0038,EMP0017
INV00313,2024-09-06 00:46:53,1902110,Thẻ,2024-09-06 00:46:53,Hủy,BKG00924,DSC037,CRT0055,EMP0095
INV00314,2024-11-22 00:46:06,1726688,Ví điện tử,2024-11-22 00:46:06,Hủy,BKG00996,DSC038,CRT0036,EMP0039
INV00315,2024-10-19 16:39:36,2228474,Tiền mặt,2024-10-19 16:39:36,Hủy,BKG00837,DSC041,CRT0048,EMP0026
INV00316,2024-06-13 23:57:30,1041482,Tiền mặt,2024-06-13 23:57:30,Đã thanh toán,BKG00712,DSC004,CRT0011,EMP0064
INV00317,2024-10-02 04:49:49,959269,Chuyển khoản,2024-10-02 04:49:49,Chưa thanh toán,BKG01169,DSC025,CRT0057,EMP0107
INV00318,2024-10-22 21:35:18,1557707,Chuyển khoản,2024-10-22 21:35:18,Chưa thanh toán,BKG00161,DSC037,CRT0028,EMP0033
INV00319,2024-01-02 16:18:22,605419,Tiền mặt,2024-01-02 16:18:22,Chưa thanh toán,BKG00989,DSC009,CRT0019,EMP0052
INV00320,2024-07-08 11:09:41,1737679,Tiền mặt,2024-07-08 11:09:41,Hủy,BKG00222,DSC014,CRT0049,EMP0078
INV00321,2024-11-16 14:10:27,2207258,Tiền mặt,2024-11-16 14:10:27,Hủy,BKG00500,DSC028,CRT0030,EMP0088
INV00322,2024-05-20 21:44:04,2899097,Tiền mặt,2024-05-20 21:44:04,Đã thanh toán,BKG00464,DSC023,CRT0052,EMP0050
INV00323,2024-11-02 01:46:52,728751,Chuyển khoản,2024-11-02 01:46:52,Đã thanh toán,BKG00395,DSC012,CRT0001,EMP0053
INV00324,2024-06-11 00:23:15,2073209,Thẻ,2024-06-11 00:23:15,Đã thanh toán,BKG00723,DSC014,CRT0032,EMP0059
INV00325,2024-08-28 22:00:14,1313543,Tiền mặt,2024-08-28 22:00:14,Chưa thanh toán,BKG01067,DSC011,CRT0020,EMP0103
INV00326,2024-11-06 09:38:12,1349770,Chuyển khoản,2024-11-06 09:38:12,Đã thanh toán,BKG00073,DSC001,CRT0014,EMP0110
INV00327,2024-03-19 22:19:43,177452,Chuyển khoản,2024-03-19 22:19:43,Hủy,BKG00262,DSC014,CRT0020,EMP0099
INV00328,2024-06-21 14:56:23,1377610,Thẻ,2024-06-21 14:56:23,Chưa thanh toán,BKG00781,DSC045,CRT0014,EMP0096
INV00329,2024-09-22 10:46:52,1061620,Tiền mặt,2024-09-22 10:46:52,Chưa thanh toán,BKG00700,,CRT0054,EMP0053
INV00330,2024-08-04 05:39:10,2259445,Tiền mặt,2024-08-04 05:39:10,Hủy,BKG00310,DSC045,CRT0001,EMP0032
INV00331,2024-11-23 09:58:05,1900478,Ví điện tử,2024-11-23 09:58:05,Chưa thanh toán,BKG01194,DSC044,CRT0022,EMP0065
INV00332,2024-09-13 19:54:54,381468,Tiền mặt,2024-09-13 19:54:54,Hủy,BKG00686,DSC036,CRT0013,EMP0118
INV00333,2024-02-09 23:47:38,493791,Tiền mặt,2024-02-09 23:47:38,Đã thanh toán,BKG00336,DSC042,CRT0033,EMP0098
INV00334,2024-07-07 03:11:00,2628730,Ví điện tử,2024-07-07 03:11:00,Đã thanh toán,BKG00429,DSC002,CRT0041,EMP0051
INV00335,2024-06-01 17:17:57,1058546,Tiền mặt,2024-06-01 17:17:57,Hủy,BKG00623,DSC026,CRT0031,EMP0023
INV00336,2024-04-05 15:20:25,764232,Thẻ,2024-04-05 15:20:25,Đã thanh toán,BKG00669,DSC027,CRT0038,EMP0066
INV00337,2024-01-04 22:47:59,907381,Chuyển khoản,2024-01-04 22:47:59,Hủy,BKG01007,DSC013,CRT0040,EMP0007
INV00338,2024-09-14 21:07:28,2621688,Ví điện tử,2024-09-14 21:07:28,Đã thanh toán,BKG00064,DSC018,CRT0054,EMP0029
INV00339,2024-03-25 22:30:10,1547186,Tiền mặt,2024-03-25 22:30:10,Hủy,BKG00406,DSC041,CRT0043,EMP0096
INV00340,2024-03-19 00:14:04,751377,Chuyển khoản,2024-03-19 00:14:04,Hủy,BKG00514,DSC046,CRT0048,EMP0044
INV00341,2024-06-23 01:39:17,2988461,Tiền mặt,2024-06-23 01:39:17,Hủy,BKG00850,DSC022,CRT0029,EMP0107
INV00342,2024-09-02 04:41:47,1535725,Ví điện tử,2024-09-02 04:41:47,Hủy,BKG00512,DSC004,CRT0004,EMP0048
INV00343,2024-06-25 14:48:30,2429721,Chuyển khoản,2024-06-25 14:48:30,Hủy,BKG00935,DSC004,CRT0051,EMP0009
INV00344,2024-11-29 06:17:27,1769404,Thẻ,2024-11-29 06:17:27,Hủy,BKG00311,DSC022,CRT0019,EMP0109
INV00345,2024-08-22 10:15:44,403034,Chuyển khoản,2024-08-22 10:15:44,Hủy,BKG00729,DSC033,CRT0011,EMP0103
INV00346,2024-07-14 06:17:43,809878,Thẻ,2024-07-14 06:17:43,Hủy,BKG00152,DSC001,CRT0021,EMP0016
INV00347,2024-06-30 06:56:17,1952696,Tiền mặt,2024-06-30 06:56:17,Chưa thanh toán,BKG00848,DSC032,CRT0018,EMP0074
INV00348,2024-06-04 07:53:07,456089,Thẻ,2024-06-04 07:53:07,Chưa thanh toán,BKG00721,DSC027,CRT0029,EMP0053
INV00349,2024-07-16 08:14:40,798450,Thẻ,2024-07-16 08:14:40,Hủy,BKG00793,DSC009,CRT0007,EMP0108
INV00350,2024-04-14 10:16:11,2463714,Chuyển khoản,2024-04-14 10:16:11,Hủy,BKG00049,DSC043,CRT0057,EMP0110
INV00351,2024-04-28 10:04:19,2456774,Chuyển khoản,2024-04-28 10:04:19,Hủy,BKG01189,DSC017,CRT0050,EMP0038
INV00352,2024-11-27 01:28:36,1173847,Ví điện tử,2024-11-27 01:28:36,Đã thanh toán,BKG00656,DSC048,CRT0030,EMP0062
INV00353,2024-01-30 20:03:13,1097041,Thẻ,2024-01-30 20:03:13,Hủy,BKG01098,DSC035,CRT0055,EMP0056
INV00354,2024-05-12 00:26:13,169020,Tiền mặt,2024-05-12 00:26:13,Hủy,BKG00070,DSC050,CRT0046,EMP0115
INV00355,2024-05-22 17:23:09,2592833,Chuyển khoản,2024-05-22 17:23:09,Chưa thanh toán,BKG00820,DSC023,CRT0048,EMP0057
INV00356,2024-03-21 21:22:33,2466933,Chuyển khoản,2024-03-21 21:22:33,Đã thanh toán,BKG00747,DSC045,CRT0060,EMP0097
INV00357,2024-11-09 10:24:19,164026,Tiền mặt,2024-11-09 10:24:19,Chưa thanh toán,BKG01187,DSC008,CRT0050,EMP0037
INV00358,2024-09-04 10:22:03,2028015,Thẻ,2024-09-04 10:22:03,Hủy,BKG00851,DSC002,CRT0025,EMP0014
INV00359,2024-03-30 05:20:16,1818668,Tiền mặt,2024-03-30 05:20:16,Đã thanh toán,BKG01088,DSC003,CRT0032,EMP0069
INV00360,2024-02-22 17:51:39,103007,Chuyển khoản,2024-02-22 17:51:39,Hủy,BKG00287,DSC043,CRT0002,EMP0116
INV00361,2024-10-03 11:54:46,1000366,Chuyển khoản,2024-10-03 11:54:46,Chưa thanh toán,BKG01125,DSC036,CRT0007,EMP0009
INV00362,2024-10-21 12:21:01,2523637,Ví điện tử,2024-10-21 12:21:01,Đã thanh toán,BKG00875,DSC040,CRT0026,EMP0110
INV00363,2024-03-26 09:03:10,1957554,Ví điện tử,2024-03-26 09:03:10,Chưa thanh toán,BKG00036,DSC011,CRT0013,EMP0083
INV00364,2024-04-24 15:49:06,1149502,Thẻ,2024-04-24 15:49:06,Đã thanh toán,BKG00459,DSC033,CRT0058,EMP0049
INV00365,2024-07-06 14:00:30,104031,Tiền mặt,2024-07-06 14:00:30,Đã thanh toán,BKG00207,DSC030,CRT0038,EMP0081
INV00366,2024-06-06 12:45:46,2865525,Chuyển khoản,2024-06-06 12:45:46,Hủy,BKG01005,DSC021,CRT0052,EMP0037
INV00367,2024-06-07 11:11:36,2151511,Ví điện tử,2024-06-07 11:11:36,Đã thanh toán,BKG00070,DSC031,CRT0021,EMP0034
INV00368,2024-03-19 03:34:11,2620930,Tiền mặt,2024-03-19 03:34:11,Hủy,BKG00156,DSC016,CRT0026,EMP0033
INV00369,2024-10-15 10:25:20,1533274,Ví điện tử,2024-10-15 10:25:20,Hủy,BKG00872,DSC018,CRT0058,EMP0071
INV00370,2024-04-03 15:05:31,2872776,Ví điện tử,2024-04-03 15:05:31,Hủy,BKG00725,DSC004,CRT0034,EMP0065
INV00371,2024-02-18 08:32:07,343828,Chuyển khoản,2024-02-18 08:32:07,Hủy,BKG00677,DSC011,CRT0014,EMP0013
INV00372,2024-11-07 00:02:07,838606,Thẻ,2024-11-07 00:02:07,Đã thanh toán,BKG00860,DSC028,CRT0009,EMP0041
INV00373,2024-10-28 21:28:28,2232346,Tiền mặt,2024-10-28 21:28:28,Đã thanh toán,BKG00067,DSC004,CRT0037,EMP0042
INV00374,2024-01-06 11:41:40,480102,Thẻ,2024-01-06 11:41:40,Hủy,BKG00602,DSC050,CRT0025,EMP0016
INV00375,2024-11-01 19:40:30,2058093,Tiền mặt,2024-11-01 19:40:30,Hủy,BKG00027,DSC050,CRT0003,EMP0004
INV00376,2024-09-17 19:02:40,333184,Thẻ,2024-09-17 19:02:40,Đã thanh toán,BKG00924,DSC003,CRT0014,EMP0067
INV00377,2024-06-01 10:15:21,1949805,Ví điện tử,2024-06-01 10:15:21,Đã thanh toán,BKG00475,DSC049,CRT0041,EMP0040
INV00378,2024-04-04 18:21:10,1785627,Tiền mặt,2024-04-04 18:21:10,Hủy,BKG01173,DSC049,CRT0015,EMP0105
INV00379,2024-08-22 17:15:12,1258862,Thẻ,2024-08-22 17:15:12,Hủy,BKG00432,DSC007,CRT0007,EMP0074
