BookingID,CourtType,OrderDate,OrderTime,StartTime,EndTime,Status,CustomerID,SportCenterID,RID
BKG00188,Bóng đá,2024-06-21,22:26:57,2024-06-29 07:26:57,2024-06-29 08:26:57,Confirmed,CUS00324,CEN002,EMP0072
BKG00189,Bóng rổ,2024-12-25,02:00:19,2024-12-31 11:00:19,2024-12-31 12:00:19,Pending,CUS00383,CEN001,EMP0081
BKG00190,Tennis,2024-10-16,03:22:08,2024-10-24 11:22:08,2024-10-24 12:22:08,Cancelled,CUS00476,CEN001,EMP0099
BKG00191,Tennis,2024-03-16,19:00:45,2024-03-19 05:00:45,2024-03-19 07:00:45,Pending,CUS00765,CEN001,EMP0016
BKG00192,Cầu lông,2024-11-01,17:50:23,2024-11-10 18:50:23,2024-11-10 19:50:23,Pending,CUS00546,CEN002,EMP0110
BKG00193,Bóng rổ,2024-04-29,08:55:52,2024-05-01 18:55:52,2024-05-01 20:55:52,Confirmed,CUS00125,CEN002,EMP0093
BKG00194,Bóng rổ,2024-01-17,09:54:55,2024-01-26 09:54:55,2024-01-26 12:54:55,Cancelled,CUS00336,CEN005,EMP0103
BKG00195,Bóng đá,2024-11-28,06:37:57,2024-12-06 07:37:57,2024-12-06 08:37:57,Confirmed,CUS00336,CEN001,EMP0113
BKG00196,Cầu lông,2024-04-26,06:01:18,2024-04-29 13:01:18,2024-04-29 14:01:18,Confirmed,CUS00072,CEN003,EMP0120
BKG00197,Bóng rổ,2024-03-20,20:43:06,2024-03-27 02:43:06,2024-03-27 03:43:06,Confirmed,CUS00081,CEN002,EMP0089
BKG00198,Tennis,2024-07-16,22:20:51,2024-07-26 04:20:51,2024-07-26 07:20:51,Pending,CUS00215,CEN003,EMP0031
BKG00199,Bóng đá,2024-09-30,12:41:13,2024-09-30 22:41:13,2024-10-01 00:41:13,Cancelled,CUS00330,CEN004,EMP0012
BKG00200,Tennis,2024-09-02,18:46:03,2024-09-07 01:46:03,2024-09-07 04:46:03,Pending,CUS00089,CEN003,EMP0111
BKG00201,Bóng rổ,2024-11-14,14:47:17,2024-11-20 17:47:17,2024-11-20 20:47:17,Confirmed,CUS00582,CEN002,EMP0046
BKG00202,Tennis,2024-11-02,17:58:19,2024-11-03 18:58:19,2024-11-03 20:58:19,Confirmed,CUS00253,CEN004,EMP0087
BKG00203,Bóng đá,2024-09-13,07:52:31,2024-09-15 15:52:31,2024-09-15 16:52:31,Confirmed,CUS00498,CEN002,EMP0059
BKG00204,Bóng đá,2024-11-28,03:36:14,2024-11-30 11:36:14,2024-11-30 14:36:14,Confirmed,CUS00785,CEN004,EMP0053
BKG00205,Bóng đá,2024-05-13,06:04:03,2024-05-16 10:04:03,2024-05-16 11:04:03,Cancelled,CUS00085,CEN004,EMP0104
BKG00206,Tennis,2024-04-09,14:03:06,2024-04-11 00:03:06,2024-04-11 02:03:06,Pending,CUS00036,CEN001,EMP0080
BKG00207,Bóng rổ,2024-05-05,13:39:08,2024-05-15 16:39:08,2024-05-15 18:39:08,Cancelled,CUS00651,CEN003,EMP0053
BKG00208,Tennis,2024-01-17,15:25:31,2024-01-22 16:25:31,2024-01-22 17:25:31,Pending,CUS00686,CEN005,EMP0070
BKG00209,Bóng đá,2024-02-22,13:43:47,2024-02-29 16:43:47,2024-02-29 17:43:47,Confirmed,CUS00147,CEN004,EMP0054
BKG00210,Cầu lông,2024-06-12,23:22:55,2024-06-15 07:22:55,2024-06-15 08:22:55,Confirmed,CUS00649,CEN003,EMP0087
BKG00211,Tennis,2024-06-25,00:56:49,2024-06-26 08:56:49,2024-06-26 11:56:49,Pending,CUS00607,CEN003,EMP0102
BKG00212,Cầu lông,2024-12-25,20:12:42,2024-12-26 05:12:42,2024-12-26 07:12:42,Cancelled,CUS00046,CEN004,EMP0064
BKG00213,Bóng rổ,2024-04-11,00:33:58,2024-04-21 09:33:58,2024-04-21 12:33:58,Cancelled,CUS00004,CEN005,EMP0023
BKG00214,Cầu lông,2024-07-15,09:03:30,2024-07-23 13:03:30,2024-07-23 16:03:30,Cancelled,CUS00466,CEN003,EMP0112
BKG00215,Tennis,2024-10-19,23:30:23,2024-10-25 00:30:23,2024-10-25 03:30:23,Pending,CUS00786,CEN003,EMP0069
BKG00216,Bóng rổ,2024-02-22,17:36:21,2024-02-29 18:36:21,2024-02-29 20:36:21,Confirmed,CUS00202,CEN001,EMP0083
BKG00217,Bóng rổ,2024-11-09,00:52:31,2024-11-17 08:52:31,2024-11-17 09:52:31,Pending,CUS00776,CEN004,EMP0108
BKG00218,Tennis,2024-10-28,05:40:19,2024-10-28 08:40:19,2024-10-28 10:40:19,Pending,CUS00605,CEN005,EMP0098
BKG00219,Bóng đá,2024-07-15,23:58:44,2024-07-23 02:58:44,2024-07-23 05:58:44,Confirmed,CUS00454,CEN003,EMP0066
BKG00220,Cầu lông,2024-10-11,09:30:46,2024-10-14 12:30:46,2024-10-14 14:30:46,Confirmed,CUS00780,CEN004,EMP0058
BKG00221,Bóng đá,2024-11-18,02:34:09,2024-11-22 03:34:09,2024-11-22 04:34:09,Cancelled,CUS00009,CEN005,EMP0002
BKG00222,Bóng đá,2024-05-15,13:54:34,2024-05-18 21:54:34,2024-05-19 00:54:34,Confirmed,CUS00024,CEN002,EMP0070
BKG00223,Cầu lông,2024-06-02,18:02:12,2024-06-04 23:02:12,2024-06-05 01:02:12,Pending,CUS00041,CEN003,EMP0009
BKG00224,Cầu lông,2024-11-30,21:44:40,2024-12-03 22:44:40,2024-12-04 01:44:40,Pending,CUS00742,CEN003,EMP0058
BKG00225,Bóng rổ,2024-02-22,00:30:33,2024-02-22 04:30:33,2024-02-22 06:30:33,Pending,CUS00021,CEN001,EMP0091
BKG00226,Bóng rổ,2024-09-24,18:17:55,2024-10-03 22:17:55,2024-10-03 23:17:55,Cancelled,CUS00221,CEN002,EMP0035
BKG00227,Tennis,2024-10-30,05:25:33,2024-11-02 13:25:33,2024-11-02 16:25:33,Pending,CUS00061,CEN005,EMP0062
BKG00228,Tennis,2024-02-08,08:47:45,2024-02-18 10:47:45,2024-02-18 11:47:45,Confirmed,CUS00558,CEN004,EMP0004
BKG00229,Bóng rổ,2024-02-28,15:38:22,2024-03-05 19:38:22,2024-03-05 22:38:22,Confirmed,CUS00210,CEN002,EMP0023
BKG00230,Tennis,2024-01-31,08:12:41,2024-02-07 12:12:41,2024-02-07 13:12:41,Pending,CUS00297,CEN001,EMP0034
BKG00231,Cầu lông,2024-03-07,22:48:13,2024-03-13 23:48:13,2024-03-14 00:48:13,Cancelled,CUS00637,CEN001,EMP0005
BKG00232,Cầu lông,2024-04-28,15:16:06,2024-05-04 23:16:06,2024-05-05 01:16:06,Pending,CUS00705,CEN004,EMP0028
BKG00233,Bóng đá,2024-07-03,10:18:22,2024-07-03 12:18:22,2024-07-03 15:18:22,Confirmed,CUS00460,CEN002,EMP0008
BKG00234,Cầu lông,2024-10-29,13:08:31,2024-10-29 13:08:31,2024-10-29 16:08:31,Confirmed,CUS00799,CEN002,EMP0051
BKG00235,Bóng rổ,2024-10-07,04:19:26,2024-10-09 05:19:26,2024-10-09 08:19:26,Confirmed,CUS00202,CEN004,EMP0070
BKG00236,Bóng đá,2024-01-04,20:59:12,2024-01-10 03:59:12,2024-01-10 05:59:12,Cancelled,CUS00321,CEN001,EMP0008
BKG00237,Bóng đá,2024-07-11,05:06:29,2024-07-14 07:06:29,2024-07-14 09:06:29,Cancelled,CUS00013,CEN001,EMP0103
BKG00238,Bóng rổ,2024-03-24,23:01:01,2024-04-03 06:01:01,2024-04-03 07:01:01,Pending,CUS00771,CEN001,EMP0084
BKG00239,Bóng rổ,2024-03-07,16:02:07,2024-03-09 17:02:07,2024-03-09 18:02:07,Pending,CUS00554,CEN004,EMP0073
BKG00240,Bóng đá,2024-10-15,15:32:23,2024-10-23 22:32:23,2024-10-23 23:32:23,Cancelled,CUS00400,CEN004,EMP0019
BKG00241,Cầu lông,2024-02-16,14:01:04,2024-02-16 18:01:04,2024-02-16 20:01:04,Cancelled,CUS00793,CEN003,EMP0096
BKG00242,Bóng rổ,2024-11-03,17:12:39,2024-11-05 00:12:39,2024-11-05 01:12:39,Cancelled,CUS00172,CEN005,EMP0104
BKG00243,Bóng đá,2024-07-03,01:38:11,2024-07-03 08:38:11,2024-07-03 10:38:11,Confirmed,CUS00251,CEN004,EMP0007
BKG00244,Cầu lông,2024-11-16,10:02:50,2024-11-19 14:02:50,2024-11-19 16:02:50,Pending,CUS00189,CEN003,EMP0019
BKG00245,Bóng đá,2024-09-08,15:17:33,2024-09-14 15:17:33,2024-09-14 16:17:33,Confirmed,CUS00186,CEN002,EMP0117
BKG00246,Tennis,2024-10-20,08:10:29,2024-10-21 10:10:29,2024-10-21 13:10:29,Cancelled,CUS00748,CEN001,EMP0075
BKG00247,Tennis,2024-04-28,11:39:12,2024-05-05 18:39:12,2024-05-05 19:39:12,Confirmed,CUS00632,CEN001,EMP0027
BKG00248,Cầu lông,2024-06-12,08:53:37,2024-06-22 18:53:37,2024-06-22 20:53:37,Confirmed,CUS00097,CEN002,EMP0119
BKG00249,Cầu lông,2024-07-01,15:44:40,2024-07-07 16:44:40,2024-07-07 19:44:40,Confirmed,CUS00618,CEN003,EMP0093
BKG00250,Bóng đá,2024-09-19,23:16:59,2024-09-22 03:16:59,2024-09-22 05:16:59,Cancelled,CUS00368,CEN005,EMP0070
BKG00251,Tennis,2024-02-13,11:25:09,2024-02-19 11:25:09,2024-02-19 12:25:09,Pending,CUS00109,CEN005,EMP0086
BKG00252,Bóng đá,2024-05-04,03:31:56,2024-05-12 12:31:56,2024-05-12 13:31:56,Pending,CUS00441,CEN005,EMP0113
BKG00253,Bóng rổ,2024-10-21,03:55:39,2024-10-25 12:55:39,2024-10-25 15:55:39,Confirmed,CUS00262,CEN004,EMP0072
BKG00254,Bóng rổ,2024-11-03,06:10:48,2024-11-11 16:10:48,2024-11-11 18:10:48,Pending,CUS00220,CEN004,EMP0049
BKG00255,Bóng đá,2024-12-18,13:49:05,2024-12-18 21:49:05,2024-12-19 00:49:05,Confirmed,CUS00320,CEN004,EMP0034
BKG00256,Bóng đá,2024-07-17,12:28:00,2024-07-20 19:28:00,2024-07-20 22:28:00,Cancelled,CUS00091,CEN005,EMP0015
BKG00257,Bóng đá,2024-07-09,13:36:55,2024-07-13 22:36:55,2024-07-14 01:36:55,Pending,CUS00088,CEN004,EMP0039
BKG00258,Bóng đá,2024-01-20,13:18:49,2024-01-26 22:18:49,2024-01-27 01:18:49,Cancelled,CUS00783,CEN005,EMP0120
BKG00259,Cầu lông,2024-06-01,15:22:50,2024-06-11 01:22:50,2024-06-11 02:22:50,Pending,CUS00334,CEN002,EMP0036
BKG00260,Tennis,2024-07-17,00:15:13,2024-07-23 04:15:13,2024-07-23 06:15:13,Pending,CUS00517,CEN002,EMP0016
BKG00261,Cầu lông,2024-08-10,22:51:11,2024-08-19 04:51:11,2024-08-19 06:51:11,Confirmed,CUS00443,CEN002,EMP0019
BKG00262,Bóng đá,2024-03-06,07:28:54,2024-03-07 09:28:54,2024-03-07 10:28:54,Cancelled,CUS00745,CEN004,EMP0088
BKG00263,Cầu lông,2024-12-02,09:45:17,2024-12-02 14:45:17,2024-12-02 16:45:17,Pending,CUS00214,CEN002,EMP0001
BKG00264,Bóng đá,2024-01-09,00:12:12,2024-01-09 08:12:12,2024-01-09 11:12:12,Confirmed,CUS00255,CEN003,EMP0096
BKG00265,Bóng rổ,2024-06-25,02:20:22,2024-06-28 11:20:22,2024-06-28 12:20:22,Cancelled,CUS00005,CEN001,EMP0067
BKG00266,Bóng đá,2024-02-17,02:45:59,2024-02-21 03:45:59,2024-02-21 05:45:59,Pending,CUS00024,CEN005,EMP0110
BKG00267,Bóng đá,2024-05-29,07:38:31,2024-06-07 17:38:31,2024-06-07 18:38:31,Pending,CUS00143,CEN004,EMP0026
BKG00268,Bóng rổ,2024-10-15,05:28:30,2024-10-24 15:28:30,2024-10-24 18:28:30,Cancelled,CUS00745,CEN004,EMP0095
BKG00269,Bóng đá,2024-05-30,18:19:44,2024-05-31 02:19:44,2024-05-31 05:19:44,Confirmed,CUS00308,CEN005,EMP0108
BKG00270,Bóng đá,2024-11-27,21:10:05,2024-12-06 03:10:05,2024-12-06 05:10:05,Confirmed,CUS00398,CEN002,EMP0006
BKG00271,Bóng đá,2024-01-09,22:54:46,2024-01-19 07:54:46,2024-01-19 10:54:46,Confirmed,CUS00701,CEN002,EMP0032
BKG00272,Bóng rổ,2024-02-16,02:44:36,2024-02-17 05:44:36,2024-02-17 07:44:36,Pending,CUS00099,CEN005,EMP0113
BKG00273,Bóng đá,2024-05-03,15:09:03,2024-05-05 01:09:03,2024-05-05 04:09:03,Cancelled,CUS00662,CEN003,EMP0089
BKG00274,Tennis,2024-05-08,01:16:11,2024-05-16 03:16:11,2024-05-16 06:16:11,Confirmed,CUS00154,CEN001,EMP0025
BKG00275,Tennis,2024-11-08,14:23:48,2024-11-18 14:23:48,2024-11-18 15:23:48,Confirmed,CUS00209,CEN003,EMP0098
BKG00276,Cầu lông,2024-04-17,20:40:09,2024-04-24 02:40:09,2024-04-24 03:40:09,Confirmed,CUS00330,CEN004,EMP0074
BKG00277,Tennis,2024-04-20,01:19:34,2024-04-29 05:19:34,2024-04-29 07:19:34,Confirmed,CUS00453,CEN002,EMP0092
BKG00278,Bóng đá,2024-02-07,02:02:10,2024-02-07 10:02:10,2024-02-07 11:02:10,Confirmed,CUS00660,CEN001,EMP0104
BKG00279,Cầu lông,2024-10-01,07:33:56,2024-10-09 08:33:56,2024-10-09 11:33:56,Cancelled,CUS00156,CEN002,EMP0084
BKG00280,Cầu lông,2024-07-18,08:39:56,2024-07-25 17:39:56,2024-07-25 19:39:56,Pending,CUS00153,CEN004,EMP0019
BKG00281,Bóng đá,2024-07-25,04:08:44,2024-07-30 12:08:44,2024-07-30 13:08:44,Confirmed,CUS00269,CEN003,EMP0116
BKG00282,Cầu lông,2024-06-30,14:03:31,2024-07-03 19:03:31,2024-07-03 22:03:31,Pending,CUS00422,CEN003,EMP0021
BKG00283,Cầu lông,2024-05-13,18:25:15,2024-05-20 18:25:15,2024-05-20 19:25:15,Confirmed,CUS00090,CEN002,EMP0080
BKG00284,Bóng đá,2024-10-26,15:44:08,2024-11-03 17:44:08,2024-11-03 20:44:08,Cancelled,CUS00340,CEN001,EMP0071
BKG00285,Bóng đá,2024-09-23,15:44:58,2024-09-29 16:44:58,2024-09-29 19:44:58,Pending,CUS00647,CEN003,EMP0045
BKG00286,Bóng đá,2024-04-21,09:46:21,2024-05-01 15:46:21,2024-05-01 16:46:21,Pending,CUS00063,CEN004,EMP0078
BKG00287,Cầu lông,2024-03-26,01:49:03,2024-03-26 05:49:03,2024-03-26 07:49:03,Confirmed,CUS00025,CEN001,EMP0011
BKG00288,Cầu lông,2024-08-06,02:05:46,2024-08-09 10:05:46,2024-08-09 11:05:46,Confirmed,CUS00089,CEN001,EMP0012
BKG00289,Cầu lông,2024-03-18,20:49:52,2024-03-21 05:49:52,2024-03-21 08:49:52,Cancelled,CUS00438,CEN001,EMP0045
BKG00290,Bóng đá,2024-02-18,13:57:19,2024-02-18 23:57:19,2024-02-19 01:57:19,Cancelled,CUS00733,CEN003,EMP0002
BKG00291,Bóng rổ,2024-10-12,14:41:26,2024-10-18 20:41:26,2024-10-18 22:41:26,Pending,CUS00791,CEN003,EMP0040
BKG00292,Bóng rổ,2024-10-08,17:16:29,2024-10-08 21:16:29,2024-10-09 00:16:29,Pending,CUS00148,CEN004,EMP0054
BKG00293,Cầu lông,2024-11-26,22:25:45,2024-12-07 02:25:45,2024-12-07 04:25:45,Pending,CUS00110,CEN005,EMP0012
BKG00294,Tennis,2024-04-01,21:15:05,2024-04-02 02:15:05,2024-04-02 04:15:05,Cancelled,CUS00762,CEN002,EMP0094
BKG00295,Tennis,2024-07-10,00:04:36,2024-07-12 04:04:36,2024-07-12 05:04:36,Confirmed,CUS00572,CEN004,EMP0011
BKG00296,Bóng rổ,2024-06-08,03:54:50,2024-06-16 05:54:50,2024-06-16 06:54:50,Confirmed,CUS00776,CEN001,EMP0096
BKG00297,Cầu lông,2024-11-16,19:20:43,2024-11-24 05:20:43,2024-11-24 06:20:43,Confirmed,CUS00464,CEN001,EMP0066
BKG00298,Bóng rổ,2024-11-25,01:26:44,2024-12-01 07:26:44,2024-12-01 09:26:44,Cancelled,CUS00410,CEN002,EMP0110
BKG00299,Cầu lông,2024-04-17,05:05:01,2024-04-18 14:05:01,2024-04-18 16:05:01,Confirmed,CUS00559,CEN004,EMP0066
BKG00300,Tennis,2024-11-02,20:19:48,2024-11-12 00:19:48,2024-11-12 02:19:48,Confirmed,CUS00083,CEN002,EMP0075
BKG00301,Bóng đá,2024-09-05,04:57:18,2024-09-08 09:57:18,2024-09-08 10:57:18,Pending,CUS00423,CEN001,EMP0104
BKG00302,Tennis,2024-07-13,09:54:59,2024-07-22 16:54:59,2024-07-22 18:54:59,Pending,CUS00129,CEN002,EMP0041
BKG00303,Tennis,2024-11-11,05:32:45,2024-11-14 09:32:45,2024-11-14 10:32:45,Confirmed,CUS00744,CEN004,EMP0113
BKG00304,Bóng rổ,2024-07-31,16:46:57,2024-08-02 17:46:57,2024-08-02 18:46:57,Pending,CUS00345,CEN004,EMP0108
BKG00305,Tennis,2024-08-22,19:17:31,2024-08-27 21:17:31,2024-08-27 23:17:31,Confirmed,CUS00589,CEN002,EMP0003
BKG00306,Bóng rổ,2024-09-13,06:56:42,2024-09-17 10:56:42,2024-09-17 13:56:42,Pending,CUS00785,CEN001,EMP0013
BKG00307,Bóng rổ,2024-10-27,15:13:43,2024-10-30 23:13:43,2024-10-31 02:13:43,Pending,CUS00544,CEN002,EMP0060
BKG00308,Cầu lông,2024-01-01,23:30:05,2024-01-12 05:30:05,2024-01-12 06:30:05,Confirmed,CUS00231,CEN003,EMP0087
BKG00309,Tennis,2024-07-13,08:27:53,2024-07-21 10:27:53,2024-07-21 13:27:53,Pending,CUS00541,CEN005,EMP0036
BKG00310,Bóng rổ,2024-07-27,11:42:52,2024-07-27 17:42:52,2024-07-27 19:42:52,Confirmed,CUS00793,CEN001,EMP0045
BKG00311,Bóng đá,2024-11-13,02:52:42,2024-11-14 02:52:42,2024-11-14 03:52:42,Pending,CUS00165,CEN003,EMP0040
BKG00312,Cầu lông,2024-09-11,23:07:51,2024-09-16 00:07:51,2024-09-16 03:07:51,Pending,CUS00254,CEN001,EMP0016
BKG00313,Bóng rổ,2024-01-20,18:57:36,2024-01-25 03:57:36,2024-01-25 06:57:36,Cancelled,CUS00435,CEN001,EMP0106
BKG00314,Cầu lông,2024-07-11,21:18:42,2024-07-13 22:18:42,2024-07-14 01:18:42,Cancelled,CUS00658,CEN005,EMP0050
BKG00315,Bóng đá,2024-01-23,16:49:56,2024-01-26 18:49:56,2024-01-26 19:49:56,Cancelled,CUS00207,CEN001,EMP0077
BKG00316,Bóng rổ,2024-08-01,21:26:38,2024-08-11 06:26:38,2024-08-11 09:26:38,Pending,CUS00083,CEN001,EMP0104
BKG00317,Tennis,2024-01-13,14:18:15,2024-01-13 17:18:15,2024-01-13 19:18:15,Confirmed,CUS00120,CEN002,EMP0014
BKG00318,Bóng rổ,2024-10-17,07:33:51,2024-10-18 16:33:51,2024-10-18 18:33:51,Cancelled,CUS00569,CEN004,EMP0006
BKG00319,Bóng đá,2024-12-09,13:18:46,2024-12-19 19:18:46,2024-12-19 20:18:46,Confirmed,CUS00701,CEN005,EMP0097
BKG00320,Bóng đá,2024-10-07,07:16:37,2024-10-15 11:16:37,2024-10-15 12:16:37,Cancelled,CUS00664,CEN003,EMP0109
BKG00321,Bóng rổ,2024-11-15,00:42:27,2024-11-23 05:42:27,2024-11-23 07:42:27,Pending,CUS00644,CEN001,EMP0010
BKG00322,Cầu lông,2024-06-18,22:15:25,2024-06-24 01:15:25,2024-06-24 03:15:25,Cancelled,CUS00170,CEN001,EMP0003
BKG00323,Bóng rổ,2024-12-24,07:28:43,2024-12-26 15:28:43,2024-12-26 18:28:43,Cancelled,CUS00455,CEN005,EMP0096
BKG00324,Bóng đá,2024-07-02,04:19:08,2024-07-04 11:19:08,2024-07-04 14:19:08,Pending,CUS00733,CEN002,EMP0060
BKG00325,Bóng đá,2024-06-10,08:45:25,2024-06-11 14:45:25,2024-06-11 15:45:25,Cancelled,CUS00707,CEN005,EMP0015
BKG00326,Bóng rổ,2024-11-20,04:48:09,2024-11-22 06:48:09,2024-11-22 07:48:09,Cancelled,CUS00611,CEN005,EMP0082
BKG00327,Bóng rổ,2024-04-07,14:25:05,2024-04-14 21:25:05,2024-04-14 22:25:05,Cancelled,CUS00203,CEN004,EMP0044
BKG00328,Cầu lông,2024-01-16,15:47:40,2024-01-23 21:47:40,2024-01-24 00:47:40,Pending,CUS00008,CEN002,EMP0103
BKG00329,Tennis,2024-07-31,10:41:17,2024-07-31 20:41:17,2024-07-31 23:41:17,Cancelled,CUS00563,CEN003,EMP0101
BKG00330,Tennis,2024-06-29,18:58:49,2024-07-07 18:58:49,2024-07-07 19:58:49,Pending,CUS00667,CEN003,EMP0086
BKG00331,Tennis,2024-03-16,09:39:09,2024-03-18 12:39:09,2024-03-18 14:39:09,Pending,CUS00167,CEN001,EMP0051
BKG00332,Bóng đá,2024-11-02,13:12:02,2024-11-08 22:12:02,2024-11-09 01:12:02,Confirmed,CUS00565,CEN003,EMP0109
BKG00333,Bóng rổ,2024-04-10,19:28:33,2024-04-17 05:28:33,2024-04-17 07:28:33,Pending,CUS00399,CEN004,EMP0088
BKG00334,Tennis,2024-01-26,17:53:51,2024-02-02 02:53:51,2024-02-02 05:53:51,Pending,CUS00252,CEN005,EMP0109
BKG00335,Tennis,2024-09-27,16:20:16,2024-09-29 17:20:16,2024-09-29 19:20:16,Pending,CUS00754,CEN001,EMP0108
BKG00336,Bóng rổ,2024-12-13,10:44:03,2024-12-17 12:44:03,2024-12-17 14:44:03,Pending,CUS00005,CEN004,EMP0119
BKG00337,Bóng đá,2024-03-25,12:02:41,2024-03-28 17:02:41,2024-03-28 18:02:41,Cancelled,CUS00536,CEN003,EMP0115
BKG00338,Cầu lông,2024-04-19,13:04:35,2024-04-22 14:04:35,2024-04-22 17:04:35,Cancelled,CUS00228,CEN005,EMP0018
BKG00339,Tennis,2024-07-29,10:12:54,2024-08-02 18:12:54,2024-08-02 19:12:54,Pending,CUS00025,CEN001,EMP0039
BKG00340,Bóng đá,2024-10-13,20:09:34,2024-10-20 05:09:34,2024-10-20 06:09:34,Pending,CUS00324,CEN002,EMP0006
BKG00341,Cầu lông,2024-02-09,04:46:23,2024-02-14 05:46:23,2024-02-14 07:46:23,Confirmed,CUS00737,CEN003,EMP0098
BKG00342,Bóng rổ,2024-09-28,04:29:46,2024-10-02 10:29:46,2024-10-02 13:29:46,Pending,CUS00237,CEN005,EMP0111
BKG00343,Tennis,2024-03-31,08:39:55,2024-04-04 16:39:55,2024-04-04 17:39:55,Pending,CUS00004,CEN003,EMP0003
BKG00344,Bóng đá,2024-12-07,22:31:24,2024-12-12 05:31:24,2024-12-12 07:31:24,Confirmed,CUS00788,CEN002,EMP0063
BKG00345,Bóng rổ,2024-11-28,06:02:59,2024-11-29 11:02:59,2024-11-29 13:02:59,Pending,CUS00566,CEN003,EMP0042
BKG00346,Bóng đá,2024-02-23,03:12:54,2024-03-02 04:12:54,2024-03-02 06:12:54,Confirmed,CUS00338,CEN001,EMP0018
BKG00347,Cầu lông,2024-08-18,00:24:22,2024-08-23 09:24:22,2024-08-23 11:24:22,Cancelled,CUS00101,CEN003,EMP0047
BKG00348,Tennis,2024-03-01,02:30:34,2024-03-07 12:30:34,2024-03-07 13:30:34,Cancelled,CUS00613,CEN004,EMP0021
BKG00349,Cầu lông,2024-10-12,04:39:24,2024-10-18 04:39:24,2024-10-18 05:39:24,Confirmed,CUS00300,CEN004,EMP0098
BKG00350,Tennis,2024-10-26,16:46:58,2024-10-30 22:46:58,2024-10-31 00:46:58,Confirmed,CUS00145,CEN001,EMP0046
BKG00351,Bóng đá,2024-06-20,11:28:42,2024-06-21 11:28:42,2024-06-21 13:28:42,Pending,CUS00063,CEN005,EMP0060
BKG00352,Bóng đá,2024-05-20,10:51:27,2024-05-26 14:51:27,2024-05-26 17:51:27,Confirmed,CUS00545,CEN002,EMP0062
BKG00353,Bóng đá,2024-03-25,02:02:51,2024-03-26 09:02:51,2024-03-26 11:02:51,Confirmed,CUS00234,CEN005,EMP0003
BKG00354,Cầu lông,2024-12-11,02:58:45,2024-12-18 06:58:45,2024-12-18 07:58:45,Confirmed,CUS00516,CEN003,EMP0091
BKG00355,Bóng rổ,2024-09-17,20:52:27,2024-09-20 02:52:27,2024-09-20 03:52:27,Pending,CUS00577,CEN002,EMP0043
BKG00356,Tennis,2024-10-26,06:18:20,2024-11-01 16:18:20,2024-11-01 19:18:20,Confirmed,CUS00152,CEN004,EMP0024
BKG00357,Tennis,2024-01-18,17:53:30,2024-01-25 23:53:30,2024-01-26 01:53:30,Confirmed,CUS00140,CEN001,EMP0058
BKG00358,Bóng rổ,2024-09-22,07:49:01,2024-09-25 09:49:01,2024-09-25 11:49:01,Pending,CUS00724,CEN002,EMP0044
BKG00359,Cầu lông,2024-10-09,04:40:27,2024-10-17 10:40:27,2024-10-17 12:40:27,Confirmed,CUS00709,CEN002,EMP0046
BKG00360,Cầu lông,2024-03-25,14:51:51,2024-04-02 20:51:51,2024-04-02 23:51:51,Cancelled,CUS00487,CEN005,EMP0007
BKG00361,Bóng rổ,2024-12-13,22:35:14,2024-12-23 22:35:14,2024-12-24 00:35:14,Cancelled,CUS00536,CEN004,EMP0076
BKG00362,Cầu lông,2024-03-09,11:50:24,2024-03-09 16:50:24,2024-03-09 18:50:24,Pending,CUS00266,CEN001,EMP0045
BKG00363,Bóng đá,2024-09-23,22:08:20,2024-10-02 07:08:20,2024-10-02 08:08:20,Confirmed,CUS00205,CEN005,EMP0054
BKG00364,Bóng đá,2024-12-17,09:23:54,2024-12-22 18:23:54,2024-12-22 20:23:54,Confirmed,CUS00264,CEN001,EMP0041
BKG00365,Cầu lông,2024-09-21,18:56:36,2024-10-01 23:56:36,2024-10-02 01:56:36,Confirmed,CUS00060,CEN004,EMP0065
BKG00366,Bóng rổ,2024-07-13,02:34:49,2024-07-18 07:34:49,2024-07-18 09:34:49,Pending,CUS00447,CEN001,EMP0076
BKG00367,Bóng đá,2024-04-03,16:31:13,2024-04-11 20:31:13,2024-04-11 21:31:13,Pending,CUS00489,CEN002,EMP0111
BKG00368,Bóng rổ,2024-10-18,02:35:03,2024-10-20 09:35:03,2024-10-20 12:35:03,Pending,CUS00185,CEN001,EMP0091
BKG00369,Cầu lông,2024-03-09,03:13:49,2024-03-19 05:13:49,2024-03-19 07:13:49,Pending,CUS00109,CEN001,EMP0107
BKG00370,Bóng rổ,2024-11-18,09:23:37,2024-11-23 19:23:37,2024-11-23 21:23:37,Confirmed,CUS00622,CEN001,EMP0063
BKG00371,Bóng đá,2024-06-13,06:02:03,2024-06-15 06:02:03,2024-06-15 08:02:03,Pending,CUS00632,CEN005,EMP0048
BKG00372,Bóng đá,2024-04-22,05:12:37,2024-04-26 13:12:37,2024-04-26 15:12:37,Cancelled,CUS00567,CEN002,EMP0005
BKG00373,Tennis,2024-03-09,05:50:32,2024-03-10 11:50:32,2024-03-10 14:50:32,Pending,CUS00213,CEN005,EMP0110
BKG00374,Cầu lông,2024-03-13,16:38:53,2024-03-13 18:38:53,2024-03-13 21:38:53,Confirmed,CUS00583,CEN005,EMP0002
BKG00375,Bóng đá,2024-12-11,19:54:26,2024-12-15 21:54:26,2024-12-16 00:54:26,Confirmed,CUS00276,CEN004,EMP0107
