AttendanceID,EmployeeID,ScheduleID,CheckIn,CheckOut,Status
ATT00272,EMP0010,SCH0207,2024-09-06 11:54:00,2024-09-06 18:16:00,Đúng giờ
ATT00273,EMP0067,SCH0285,2024-12-15 12:25:00,2024-12-15 18:26:00,Đúng giờ
ATT00274,EMP0011,SCH0498,2024-06-09 06:08:00,2024-06-09 13:50:00,Trễ
ATT00275,EMP0081,SCH0306,2024-05-18 13:01:00,2024-05-18 18:38:00,Trễ
ATT00276,EMP0024,SCH0407,2024-09-26 08:00:00,2024-09-26 08:00:00,Vắng
ATT00277,EMP0036,SCH0242,2024-04-29 06:23:00,2024-04-29 12:48:00,Đúng giờ
ATT00278,EMP0149,SCH0538,2024-03-07 14:22:00,2024-03-07 22:30:00,Đúng giờ
ATT00279,EMP0032,SCH0321,2024-02-06 06:02:00,2024-02-06 12:30:00,Đúng giờ
ATT00280,EMP0109,SCH0224,2024-05-04 05:55:00,2024-05-04 11:58:00,Đúng giờ
ATT00281,EMP0071,SCH0451,2024-12-16 17:51:00,2024-12-16 23:16:00,Đúng giờ
ATT00282,EMP0137,SCH0384,2024-06-14 08:23:00,2024-06-14 17:35:00,Đúng giờ
ATT00283,EMP0140,SCH0434,2024-09-14 07:57:00,2024-09-14 17:02:00,Đúng giờ
ATT00284,EMP0038,SCH0372,2024-01-08 12:31:00,2024-01-08 18:04:00,Đúng giờ
ATT00285,EMP0006,SCH0036,2024-09-06 18:47:00,2024-09-06 23:18:00,Trễ
ATT00286,EMP0062,SCH0260,2024-02-10 13:59:00,2024-02-10 22:55:00,Đúng giờ
ATT00287,EMP0093,SCH0125,2024-10-25 14:27:00,2024-10-25 22:43:00,Đúng giờ
ATT00288,EMP0100,SCH0009,2024-04-24 19:00:00,2024-04-24 23:31:00,Trễ
ATT00289,EMP0078,SCH0093,2024-03-25 06:30:00,2024-03-25 06:30:00,Vắng
ATT00290,EMP0061,SCH0305,2024-10-19 11:55:00,2024-10-19 18:13:00,Đúng giờ
ATT00291,EMP0082,SCH0417,2024-08-19 06:52:00,2024-08-19 13:50:00,Trễ
ATT00292,EMP0126,SCH0483,2024-06-11 12:00:00,2024-06-11 19:00:00,Đúng giờ
ATT00293,EMP0109,SCH0103,2024-07-05 06:49:00,2024-07-05 12:31:00,Trễ
ATT00294,EMP0130,SCH0068,2024-10-20 08:30:00,2024-10-20 17:14:00,Đúng giờ
ATT00295,EMP0008,SCH0054,2024-11-23 17:55:00,2024-11-23 23:25:00,Đúng giờ
ATT00296,EMP0114,SCH0140,2024-09-20 06:26:00,2024-09-20 12:25:00,Đúng giờ
ATT00297,EMP0079,SCH0322,2024-04-26 18:23:00,2024-04-26 23:25:00,Đúng giờ
ATT00298,EMP0064,SCH0529,2024-08-21 08:24:00,2024-08-21 17:23:00,Đúng giờ
ATT00299,EMP0106,SCH0328,2024-02-18 06:24:00,2024-02-18 12:01:00,Đúng giờ
ATT00300,EMP0045,SCH0336,2024-03-10 08:17:00,2024-03-10 17:20:00,Trễ
ATT00301,EMP0107,SCH0377,2024-01-31 18:02:00,2024-01-31 23:21:00,Đúng giờ
ATT00302,EMP0058,SCH0022,2024-12-31 12:30:00,2024-12-31 12:30:00,Vắng
ATT00303,EMP0143,SCH0235,2024-11-06 06:34:00,2024-11-06 12:27:00,Trễ
ATT00304,EMP0068,SCH0173,2024-09-30 12:03:00,2024-09-30 18:53:00,Đúng giờ
ATT00305,EMP0067,SCH0153,2024-05-03 08:01:00,2024-05-03 16:55:00,Đúng giờ
ATT00306,EMP0146,SCH0121,2024-12-30 08:03:00,2024-12-30 17:14:00,Đúng giờ
ATT00307,EMP0127,SCH0122,2024-04-17 14:26:00,2024-04-17 22:27:00,Đúng giờ
ATT00308,EMP0069,SCH0295,2024-09-14 18:32:00,2024-09-14 22:53:00,Đúng giờ
ATT00309,EMP0111,SCH0212,2024-10-23 13:59:00,2024-10-23 22:58:00,Đúng giờ
ATT00310,EMP0049,SCH0429,2024-01-29 18:24:00,2024-01-29 23:16:00,Đúng giờ
ATT00311,EMP0075,SCH0269,2024-12-26 06:04:00,2024-12-26 12:30:00,Đúng giờ
ATT00312,EMP0095,SCH0597,2024-04-16 08:34:00,2024-04-16 17:20:00,Đúng giờ
ATT00313,EMP0003,SCH0481,2024-03-15 08:00:00,2024-03-15 17:59:00,Đúng giờ
ATT00314,EMP0102,SCH0218,2024-09-20 08:33:00,2024-09-20 17:23:00,Đúng giờ
ATT00315,EMP0066,SCH0075,2024-03-11 07:51:00,2024-03-11 17:18:00,Đúng giờ
ATT00316,EMP0086,SCH0241,2024-08-05 12:31:00,2024-08-05 18:53:00,Đúng giờ
ATT00317,EMP0012,SCH0006,2024-12-12 12:32:00,2024-12-12 18:34:00,Đúng giờ
ATT00318,EMP0102,SCH0380,2024-04-08 06:21:00,2024-04-08 12:52:00,Đúng giờ
ATT00319,EMP0046,SCH0267,2024-05-21 06:35:00,2024-05-21 14:36:00,Đúng giờ
ATT00320,EMP0120,SCH0136,2024-04-13 14:33:00,2024-04-13 21:54:00,Đúng giờ
ATT00321,EMP0067,SCH0120,2024-11-04 08:24:00,2024-11-04 17:46:00,Đúng giờ
ATT00322,EMP0072,SCH0370,2024-07-03 06:00:00,2024-07-03 06:00:00,Vắng
ATT00323,EMP0073,SCH0270,2024-10-13 14:28:00,2024-10-13 22:48:00,Đúng giờ
ATT00324,EMP0081,SCH0447,2024-06-27 12:55:00,2024-06-27 18:46:00,Trễ
ATT00325,EMP0039,SCH0570,2024-10-22 18:47:00,2024-10-22 23:55:00,Trễ
ATT00326,EMP0113,SCH0055,2024-12-04 05:51:00,2024-12-04 11:59:00,Đúng giờ
ATT00327,EMP0047,SCH0037,2024-11-20 05:55:00,2024-11-20 13:00:00,Đúng giờ
ATT00328,EMP0120,SCH0447,2024-06-27 12:35:00,2024-06-27 18:17:00,Đúng giờ
ATT00329,EMP0114,SCH0366,2024-08-23 08:00:00,2024-08-23 08:00:00,Vắng
ATT00330,EMP0144,SCH0497,2024-08-06 05:53:00,2024-08-06 14:24:00,Đúng giờ
ATT00331,EMP0032,SCH0358,2024-01-08 05:59:00,2024-01-08 14:26:00,Đúng giờ
ATT00332,EMP0044,SCH0521,2024-10-28 09:11:00,2024-10-28 17:57:00,Trễ
ATT00333,EMP0150,SCH0218,2024-09-20 08:20:00,2024-09-20 17:18:00,Đúng giờ
ATT00334,EMP0147,SCH0185,2024-07-01 11:52:00,2024-07-01 18:00:00,Đúng giờ
ATT00335,EMP0128,SCH0097,2024-10-20 06:06:00,2024-10-20 14:33:00,Trễ
ATT00336,EMP0032,SCH0404,2024-02-06 17:53:00,2024-02-06 23:05:00,Đúng giờ
ATT00337,EMP0040,SCH0030,2024-11-20 14:05:00,2024-11-20 22:44:00,Đúng giờ
ATT00338,EMP0069,SCH0006,2024-12-12 12:21:00,2024-12-12 18:56:00,Đúng giờ
ATT00339,EMP0116,SCH0333,2024-11-16 12:00:00,2024-11-16 12:00:00,Vắng
ATT00340,EMP0146,SCH0133,2024-09-18 08:21:00,2024-09-18 17:26:00,Đúng giờ
ATT00341,EMP0073,SCH0331,2024-12-01 07:22:00,2024-12-01 13:49:00,Trễ
ATT00342,EMP0141,SCH0391,2024-04-07 14:28:00,2024-04-07 21:56:00,Đúng giờ
ATT00343,EMP0062,SCH0409,2024-11-22 14:26:00,2024-11-22 22:25:00,Đúng giờ
ATT00344,EMP0100,SCH0413,2024-06-10 14:24:00,2024-06-10 22:22:00,Đúng giờ
ATT00345,EMP0077,SCH0503,2024-05-26 06:52:00,2024-05-26 14:34:00,Trễ
ATT00346,EMP0034,SCH0368,2024-03-22 08:01:00,2024-03-22 17:17:00,Đúng giờ
ATT00347,EMP0052,SCH0502,2024-05-29 06:32:00,2024-05-29 14:45:00,Đúng giờ
ATT00348,EMP0069,SCH0577,2024-03-28 06:22:00,2024-03-28 12:42:00,Đúng giờ
ATT00349,EMP0095,SCH0191,2024-05-06 12:33:00,2024-05-06 18:20:00,Đúng giờ
ATT00350,EMP0011,SCH0526,2024-01-17 08:34:00,2024-01-17 17:58:00,Đúng giờ
ATT00351,EMP0058,SCH0159,2024-10-02 14:00:00,2024-10-02 14:00:00,Vắng
ATT00352,EMP0135,SCH0538,2024-03-07 14:34:00,2024-03-07 22:42:00,Đúng giờ
ATT00353,EMP0021,SCH0490,2024-09-14 14:24:00,2024-09-14 22:58:00,Đúng giờ
ATT00354,EMP0077,SCH0255,2024-04-19 14:29:00,2024-04-19 22:51:00,Đúng giờ
ATT00355,EMP0013,SCH0565,2024-03-14 05:51:00,2024-03-14 12:17:00,Đúng giờ
ATT00356,EMP0028,SCH0523,2024-05-05 14:23:00,2024-05-05 22:14:00,Đúng giờ
ATT00357,EMP0146,SCH0260,2024-02-10 13:52:00,2024-02-10 22:47:00,Đúng giờ
ATT00358,EMP0005,SCH0117,2024-09-15 06:34:00,2024-09-15 13:56:00,Đúng giờ
ATT00359,EMP0047,SCH0403,2024-12-28 06:33:00,2024-12-28 12:30:00,Đúng giờ
ATT00360,EMP0077,SCH0322,2024-04-26 18:34:00,2024-04-26 23:57:00,Đúng giờ
ATT00361,EMP0116,SCH0272,2024-07-25 13:55:00,2024-07-25 22:28:00,Đúng giờ
ATT00362,EMP0048,SCH0081,2024-12-22 07:58:00,2024-12-22 17:28:00,Đúng giờ
ATT00363,EMP0028,SCH0445,2024-06-14 07:50:00,2024-06-14 17:10:00,Đúng giờ
ATT00364,EMP0030,SCH0014,2024-06-01 08:05:00,2024-06-01 17:44:00,Đúng giờ
ATT00365,EMP0104,SCH0499,2024-08-19 06:01:00,2024-08-19 14:29:00,Đúng giờ
ATT00366,EMP0102,SCH0310,2024-06-02 17:54:00,2024-06-02 23:15:00,Đúng giờ
ATT00367,EMP0049,SCH0115,2024-10-26 06:49:00,2024-10-26 13:57:00,Trễ
ATT00368,EMP0007,SCH0215,2024-09-21 06:24:00,2024-09-21 14:56:00,Đúng giờ
ATT00369,EMP0062,SCH0447,2024-06-27 13:29:00,2024-06-27 18:49:00,Trễ
ATT00370,EMP0049,SCH0089,2024-12-04 08:04:00,2024-12-04 17:24:00,Đúng giờ
ATT00371,EMP0122,SCH0433,2024-10-03 13:55:00,2024-10-03 22:24:00,Đúng giờ
ATT00372,EMP0114,SCH0497,2024-08-06 06:04:00,2024-08-06 14:52:00,Đúng giờ
ATT00373,EMP0063,SCH0207,2024-09-06 12:02:00,2024-09-06 18:18:00,Đúng giờ
ATT00374,EMP0086,SCH0009,2024-04-24 18:33:00,2024-04-24 23:41:00,Đúng giờ
ATT00375,EMP0127,SCH0593,2024-10-11 07:59:00,2024-10-11 17:17:00,Đúng giờ
ATT00376,EMP0125,SCH0410,2024-12-25 08:35:00,2024-12-25 16:59:00,Đúng giờ
ATT00377,EMP0016,SCH0541,2024-08-26 08:00:00,2024-08-26 17:20:00,Đúng giờ
ATT00378,EMP0017,SCH0275,2024-09-19 19:01:00,2024-09-19 23:45:00,Trễ
ATT00379,EMP0030,SCH0507,2024-07-20 06:31:00,2024-07-20 14:43:00,Đúng giờ
ATT00380,EMP0112,SCH0022,2024-12-31 12:26:00,2024-12-31 18:45:00,Đúng giờ
ATT00381,EMP0089,SCH0449,2024-03-27 18:27:00,2024-03-27 23:22:00,Đúng giờ
ATT00382,EMP0087,SCH0480,2024-06-07 07:59:00,2024-06-07 18:00:00,Đúng giờ
ATT00383,EMP0100,SCH0427,2024-12-19 08:48:00,2024-12-19 17:56:00,Trễ
ATT00384,EMP0093,SCH0484,2024-07-30 07:29:00,2024-07-30 14:25:00,Trễ
ATT00385,EMP0054,SCH0290,2024-10-04 06:22:00,2024-10-04 12:57:00,Đúng giờ
ATT00386,EMP0124,SCH0133,2024-09-18 08:25:00,2024-09-18 17:23:00,Đúng giờ
ATT00387,EMP0126,SCH0104,2024-06-18 15:06:00,2024-06-18 22:34:00,Trễ
ATT00388,EMP0061,SCH0215,2024-09-21 06:20:00,2024-09-21 14:37:00,Đúng giờ
ATT00389,EMP0067,SCH0366,2024-08-23 07:55:00,2024-08-23 17:17:00,Đúng giờ
ATT00390,EMP0009,SCH0066,2024-12-18 06:23:00,2024-12-18 14:24:00,Đúng giờ
ATT00391,EMP0059,SCH0124,2024-12-29 06:35:00,2024-12-29 12:31:00,Đúng giờ
ATT00392,EMP0088,SCH0364,2024-03-03 08:54:00,2024-03-03 17:50:00,Trễ
ATT00393,EMP0069,SCH0155,2024-07-16 19:30:00,2024-07-16 23:17:00,Trễ
ATT00394,EMP0027,SCH0052,2024-04-18 08:00:00,2024-04-18 08:00:00,Vắng
ATT00395,EMP0113,SCH0469,2024-09-07 06:00:00,2024-09-07 06:00:00,Vắng
ATT00396,EMP0029,SCH0109,2024-07-28 07:14:00,2024-07-28 11:51:00,Trễ
ATT00397,EMP0144,SCH0043,2024-06-13 13:55:00,2024-06-13 22:25:00,Đúng giờ
ATT00398,EMP0031,SCH0211,2024-02-22 08:45:00,2024-02-22 17:33:00,Trễ
ATT00399,EMP0114,SCH0519,2024-08-22 06:23:00,2024-08-22 13:54:00,Đúng giờ
ATT00400,EMP0094,SCH0343,2024-09-01 18:12:00,2024-09-01 23:27:00,Trễ
ATT00401,EMP0113,SCH0426,2024-06-15 06:05:00,2024-06-15 14:30:00,Trễ
ATT00402,EMP0122,SCH0350,2024-11-28 08:25:00,2024-11-28 17:20:00,Đúng giờ
ATT00403,EMP0069,SCH0382,2024-12-27 06:33:00,2024-12-27 14:38:00,Đúng giờ
ATT00404,EMP0063,SCH0156,2024-09-21 19:08:00,2024-09-21 23:41:00,Trễ
ATT00405,EMP0059,SCH0142,2024-03-23 15:01:00,2024-03-23 22:11:00,Trễ
ATT00406,EMP0118,SCH0529,2024-08-21 08:58:00,2024-08-21 16:46:00,Trễ
ATT00407,EMP0114,SCH0150,2024-06-18 19:20:00,2024-06-18 23:18:00,Trễ
ATT00408,EMP0018,SCH0087,2024-01-07 08:02:00,2024-01-07 17:25:00,Đúng giờ
ATT00409,EMP0112,SCH0063,2024-11-07 12:21:00,2024-11-07 18:27:00,Đúng giờ
ATT00410,EMP0039,SCH0589,2024-02-03 05:59:00,2024-02-03 14:41:00,Đúng giờ
ATT00411,EMP0103,SCH0567,2024-01-03 18:51:00,2024-01-03 23:05:00,Trễ
ATT00412,EMP0089,SCH0009,2024-04-24 19:08:00,2024-04-24 23:54:00,Trễ
ATT00413,EMP0038,SCH0414,2024-07-30 08:26:00,2024-07-30 17:49:00,Đúng giờ
ATT00414,EMP0114,SCH0354,2024-06-13 06:55:00,2024-06-13 12:26:00,Trễ
ATT00415,EMP0104,SCH0203,2024-07-05 14:10:00,2024-07-05 21:47:00,Trễ
ATT00416,EMP0138,SCH0343,2024-09-01 17:54:00,2024-09-01 23:48:00,Đúng giờ
ATT00417,EMP0139,SCH0291,2024-11-13 18:29:00,2024-11-13 23:48:00,Đúng giờ
ATT00418,EMP0088,SCH0164,2024-01-28 12:28:00,2024-01-28 18:00:00,Đúng giờ
ATT00419,EMP0078,SCH0433,2024-10-03 14:00:00,2024-10-03 14:00:00,Vắng
ATT00420,EMP0029,SCH0062,2024-02-28 06:51:00,2024-02-28 12:25:00,Trễ
ATT00421,EMP0130,SCH0363,2024-04-08 18:23:00,2024-04-08 23:13:00,Đúng giờ
ATT00422,EMP0077,SCH0587,2024-07-05 06:04:00,2024-07-05 14:36:00,Đúng giờ
ATT00423,EMP0061,SCH0596,2024-09-03 05:57:00,2024-09-03 14:37:00,Đúng giờ
ATT00424,EMP0077,SCH0292,2024-09-08 12:24:00,2024-09-08 19:00:00,Đúng giờ
ATT00425,EMP0097,SCH0533,2024-12-21 18:23:00,2024-12-21 23:35:00,Đúng giờ
ATT00426,EMP0133,SCH0597,2024-04-16 08:31:00,2024-04-16 17:44:00,Đúng giờ
ATT00427,EMP0026,SCH0151,2024-11-12 14:33:00,2024-11-12 21:50:00,Đúng giờ
ATT00428,EMP0024,SCH0064,2024-07-02 08:24:00,2024-07-02 17:45:00,Đúng giờ
ATT00429,EMP0055,SCH0457,2024-10-06 14:32:00,2024-10-06 22:52:00,Đúng giờ
ATT00430,EMP0144,SCH0532,2024-05-29 07:00:00,2024-05-29 14:01:00,Trễ
ATT00431,EMP0150,SCH0511,2024-02-16 06:34:00,2024-02-16 12:59:00,Đúng giờ
ATT00432,EMP0126,SCH0427,2024-12-19 08:14:00,2024-12-19 17:47:00,Trễ
ATT00433,EMP0033,SCH0497,2024-08-06 05:54:00,2024-08-06 15:00:00,Đúng giờ
ATT00434,EMP0132,SCH0542,2024-11-11 06:26:00,2024-11-11 14:14:00,Đúng giờ
ATT00435,EMP0122,SCH0034,2024-07-28 14:31:00,2024-07-28 21:52:00,Đúng giờ
ATT00436,EMP0105,SCH0113,2024-08-22 07:59:00,2024-08-22 17:17:00,Đúng giờ
ATT00437,EMP0134,SCH0157,2024-01-23 17:59:00,2024-01-23 23:38:00,Đúng giờ
ATT00438,EMP0078,SCH0302,2024-04-04 06:24:00,2024-04-04 13:54:00,Đúng giờ
ATT00439,EMP0108,SCH0050,2024-07-02 12:00:00,2024-07-02 12:00:00,Vắng
ATT00440,EMP0079,SCH0291,2024-11-13 18:35:00,2024-11-13 23:15:00,Đúng giờ
ATT00441,EMP0032,SCH0561,2024-07-10 05:51:00,2024-07-10 12:11:00,Đúng giờ
ATT00442,EMP0124,SCH0587,2024-07-05 06:04:00,2024-07-05 14:36:00,Đúng giờ
ATT00443,EMP0097,SCH0487,2024-01-14 15:28:00,2024-01-14 22:23:00,Trễ
ATT00444,EMP0034,SCH0142,2024-03-23 14:34:00,2024-03-23 22:13:00,Đúng giờ
ATT00445,EMP0115,SCH0153,2024-05-03 08:25:00,2024-05-03 16:50:00,Trễ
ATT00446,EMP0105,SCH0397,2024-01-17 14:32:00,2024-01-17 22:36:00,Đúng giờ
ATT00447,EMP0139,SCH0047,2024-02-03 06:30:00,2024-02-03 06:30:00,Vắng
ATT00448,EMP0114,SCH0285,2024-12-15 12:25:00,2024-12-15 18:30:00,Đúng giờ
ATT00449,EMP0007,SCH0586,2024-04-28 11:59:00,2024-04-28 18:50:00,Đúng giờ
ATT00450,EMP0032,SCH0573,2024-05-19 11:51:00,2024-05-19 18:51:00,Đúng giờ
ATT00451,EMP0134,SCH0194,2024-09-06 14:37:00,2024-09-06 21:46:00,Trễ
ATT00452,EMP0031,SCH0545,2024-02-04 18:20:00,2024-02-04 23:32:00,Đúng giờ
ATT00453,EMP0053,SCH0252,2024-06-06 15:28:00,2024-06-06 22:52:00,Trễ
ATT00454,EMP0114,SCH0087,2024-01-07 08:43:00,2024-01-07 17:35:00,Trễ
ATT00455,EMP0103,SCH0047,2024-02-03 06:20:00,2024-02-03 12:36:00,Đúng giờ
ATT00456,EMP0112,SCH0185,2024-07-01 12:00:00,2024-07-01 18:09:00,Đúng giờ
ATT00457,EMP0066,SCH0094,2024-05-03 18:23:00,2024-05-03 23:19:00,Đúng giờ
ATT00458,EMP0044,SCH0293,2024-04-23 13:58:00,2024-04-23 21:50:00,Đúng giờ
ATT00459,EMP0040,SCH0315,2024-01-11 06:00:00,2024-01-11 06:00:00,Vắng
ATT00460,EMP0044,SCH0061,2024-02-23 14:00:00,2024-02-23 22:26:00,Đúng giờ
ATT00461,EMP0007,SCH0060,2024-11-14 13:53:00,2024-11-14 22:35:00,Đúng giờ
ATT00462,EMP0037,SCH0423,2024-03-11 18:51:00,2024-03-11 23:09:00,Trễ
ATT00463,EMP0031,SCH0054,2024-11-23 17:57:00,2024-11-23 23:16:00,Đúng giờ
ATT00464,EMP0131,SCH0517,2024-11-16 11:53:00,2024-11-16 18:02:00,Đúng giờ
ATT00465,EMP0016,SCH0326,2024-04-30 08:33:00,2024-04-30 16:49:00,Đúng giờ
ATT00466,EMP0124,SCH0030,2024-11-20 13:57:00,2024-11-20 22:16:00,Đúng giờ
ATT00467,EMP0069,SCH0568,2024-06-19 06:00:00,2024-06-19 06:00:00,Vắng
ATT00468,EMP0026,SCH0253,2024-03-11 08:46:00,2024-03-11 16:53:00,Trễ
ATT00469,EMP0078,SCH0582,2024-06-08 17:52:00,2024-06-08 23:25:00,Đúng giờ
ATT00470,EMP0129,SCH0209,2024-09-22 18:44:00,2024-09-22 23:38:00,Trễ
ATT00471,EMP0139,SCH0173,2024-09-30 12:39:00,2024-09-30 18:42:00,Trễ
ATT00472,EMP0143,SCH0463,2024-07-17 08:34:00,2024-07-17 17:54:00,Đúng giờ
ATT00473,EMP0075,SCH0172,2024-12-04 06:35:00,2024-12-04 12:02:00,Đúng giờ
ATT00474,EMP0065,SCH0390,2024-06-13 08:00:00,2024-06-13 08:00:00,Vắng
ATT00475,EMP0055,SCH0600,2024-02-28 14:53:00,2024-02-28 22:17:00,Trễ
ATT00476,EMP0042,SCH0547,2024-07-21 07:59:00,2024-07-21 16:50:00,Đúng giờ
ATT00477,EMP0102,SCH0126,2024-08-04 06:51:00,2024-08-04 12:20:00,Trễ
ATT00478,EMP0072,SCH0443,2024-11-29 14:00:00,2024-11-29 22:28:00,Đúng giờ
ATT00479,EMP0088,SCH0268,2024-07-26 14:00:00,2024-07-26 14:00:00,Vắng
ATT00480,EMP0116,SCH0280,2024-06-10 06:30:00,2024-06-10 14:06:00,Đúng giờ
ATT00481,EMP0054,SCH0471,2024-11-16 18:00:00,2024-11-16 18:00:00,Vắng
ATT00482,EMP0085,SCH0017,2024-03-17 14:13:00,2024-03-17 22:26:00,Trễ
ATT00483,EMP0001,SCH0488,2024-11-01 11:50:00,2024-11-01 18:28:00,Đúng giờ
ATT00484,EMP0045,SCH0424,2024-04-29 18:35:00,2024-04-29 23:10:00,Đúng giờ
ATT00485,EMP0138,SCH0084,2024-11-09 06:46:00,2024-11-09 12:56:00,Trễ
ATT00486,EMP0020,SCH0552,2024-10-16 08:34:00,2024-10-16 17:28:00,Đúng giờ
ATT00487,EMP0032,SCH0362,2024-07-19 06:30:00,2024-07-19 06:30:00,Vắng
ATT00488,EMP0097,SCH0367,2024-08-30 06:20:00,2024-08-30 14:22:00,Đúng giờ
ATT00489,EMP0119,SCH0380,2024-04-08 06:30:00,2024-04-08 06:30:00,Vắng
ATT00490,EMP0114,SCH0010,2024-08-04 06:20:00,2024-08-04 14:32:00,Đúng giờ
ATT00491,EMP0092,SCH0197,2024-11-16 05:59:00,2024-11-16 12:30:00,Đúng giờ
ATT00492,EMP0057,SCH0240,2024-09-03 06:30:00,2024-09-03 06:30:00,Vắng
ATT00493,EMP0093,SCH0038,2024-05-20 11:56:00,2024-05-20 17:45:00,Đúng giờ
ATT00494,EMP0051,SCH0406,2024-09-29 05:58:00,2024-09-29 14:21:00,Đúng giờ
ATT00495,EMP0129,SCH0506,2024-09-13 05:56:00,2024-09-13 12:27:00,Đúng giờ
ATT00496,EMP0145,SCH0579,2024-01-15 05:54:00,2024-01-15 13:49:00,Đúng giờ
ATT00497,EMP0033,SCH0266,2024-12-01 06:00:00,2024-12-01 06:00:00,Vắng
ATT00498,EMP0059,SCH0536,2024-12-18 14:28:00,2024-12-18 22:27:00,Đúng giờ
ATT00499,EMP0006,SCH0546,2024-01-04 06:34:00,2024-01-04 12:15:00,Đúng giờ
ATT00500,EMP0110,SCH0054,2024-11-23 18:25:00,2024-11-23 23:12:00,Trễ
ATT00501,EMP0105,SCH0281,2024-12-24 18:04:00,2024-12-24 23:46:00,Đúng giờ
ATT00502,EMP0093,SCH0530,2024-02-17 19:21:00,2024-02-17 23:29:00,Trễ
ATT00503,EMP0013,SCH0285,2024-12-15 13:09:00,2024-12-15 18:13:00,Trễ
ATT00504,EMP0081,SCH0006,2024-12-12 12:30:00,2024-12-12 18:20:00,Đúng giờ
ATT00505,EMP0147,SCH0026,2024-12-01 06:00:00,2024-12-01 06:00:00,Vắng
ATT00506,EMP0058,SCH0434,2024-09-14 08:00:00,2024-09-14 08:00:00,Vắng
ATT00507,EMP0064,SCH0202,2024-03-09 05:59:00,2024-03-09 14:19:00,Đúng giờ
ATT00508,EMP0025,SCH0029,2024-08-25 06:20:00,2024-08-25 12:22:00,Đúng giờ
ATT00509,EMP0086,SCH0257,2024-07-18 08:05:00,2024-07-18 17:00:00,Đúng giờ
ATT00510,EMP0088,SCH0056,2024-12-19 07:08:00,2024-12-19 12:30:00,Trễ
ATT00511,EMP0019,SCH0450,2024-08-13 06:45:00,2024-08-13 12:13:00,Trễ
ATT00512,EMP0149,SCH0128,2024-04-12 17:51:00,2024-04-12 23:17:00,Đúng giờ
ATT00513,EMP0097,SCH0321,2024-02-06 06:49:00,2024-02-06 12:19:00,Trễ
ATT00514,EMP0033,SCH0064,2024-07-02 09:03:00,2024-07-02 17:18:00,Trễ
ATT00515,EMP0078,SCH0443,2024-11-29 13:51:00,2024-11-29 22:20:00,Đúng giờ
ATT00516,EMP0014,SCH0302,2024-04-04 07:00:00,2024-04-04 13:51:00,Trễ
ATT00517,EMP0106,SCH0239,2024-07-08 07:25:00,2024-07-08 12:27:00,Trễ
ATT00518,EMP0003,SCH0465,2024-04-28 06:03:00,2024-04-28 14:54:00,Đúng giờ
ATT00519,EMP0026,SCH0348,2024-04-22 17:50:00,2024-04-22 23:44:00,Đúng giờ
ATT00520,EMP0133,SCH0337,2024-11-19 08:23:00,2024-11-19 17:21:00,Đúng giờ
ATT00521,EMP0004,SCH0070,2024-05-11 07:56:00,2024-05-11 17:51:00,Đúng giờ
ATT00522,EMP0033,SCH0522,2024-07-28 06:03:00,2024-07-28 14:15:00,Đúng giờ
ATT00523,EMP0114,SCH0191,2024-05-06 12:21:00,2024-05-06 18:18:00,Đúng giờ
ATT00524,EMP0033,SCH0320,2024-11-23 18:31:00,2024-11-23 23:34:00,Đúng giờ
ATT00525,EMP0150,SCH0555,2024-06-22 06:14:00,2024-06-22 14:45:00,Trễ
ATT00526,EMP0080,SCH0352,2024-05-28 06:20:00,2024-05-28 12:48:00,Đúng giờ
ATT00527,EMP0038,SCH0059,2024-06-03 05:51:00,2024-06-03 14:42:00,Đúng giờ
ATT00528,EMP0089,SCH0201,2024-07-06 06:00:00,2024-07-06 06:00:00,Vắng
ATT00529,EMP0052,SCH0071,2024-05-31 18:35:00,2024-05-31 23:29:00,Đúng giờ
ATT00530,EMP0120,SCH0340,2024-05-13 13:11:00,2024-05-13 18:06:00,Trễ
ATT00531,EMP0077,SCH0429,2024-01-29 18:23:00,2024-01-29 23:44:00,Đúng giờ
ATT00532,EMP0011,SCH0508,2024-01-13 12:20:00,2024-01-13 18:25:00,Đúng giờ
ATT00533,EMP0058,SCH0236,2024-11-10 13:56:00,2024-11-10 22:00:00,Đúng giờ
ATT00534,EMP0124,SCH0340,2024-05-13 12:59:00,2024-05-13 17:58:00,Trễ
ATT00535,EMP0103,SCH0189,2024-10-16 14:35:00,2024-10-16 22:38:00,Trễ
ATT00536,EMP0003,SCH0076,2024-07-02 06:23:00,2024-07-02 13:54:00,Đúng giờ
ATT00537,EMP0075,SCH0451,2024-12-16 18:01:00,2024-12-16 22:47:00,Đúng giờ
ATT00538,EMP0008,SCH0204,2024-11-10 07:55:00,2024-11-10 16:59:00,Đúng giờ
ATT00539,EMP0068,SCH0179,2024-07-30 07:57:00,2024-07-30 16:56:00,Đúng giờ
ATT00540,EMP0051,SCH0023,2024-09-16 17:58:00,2024-09-16 22:51:00,Đúng giờ
ATT00541,EMP0006,SCH0141,2024-08-07 18:23:00,2024-08-07 23:06:00,Đúng giờ
ATT00542,EMP0054,SCH0313,2024-08-18 08:31:00,2024-08-18 17:38:00,Đúng giờ
ATT00543,EMP0044,SCH0540,2024-04-09 06:00:00,2024-04-09 06:00:00,Vắng
ATT00544,EMP0112,SCH0067,2024-01-02 05:54:00,2024-01-02 11:57:00,Đúng giờ
